text,len_content,middle category,dept
,533,행정국,행정국 행정지원과
,189,도시국,도시국 공원녹지과
월드컵 대로 굴다리 밑에 차 막힘 월드컵 대로에서 수성ic탈려는데 굴다리 밑에 한 차로를 다 막고 장사를 하고 있어서 사고 날뻔했습니다 교통 정체에 사고까지 날뻔하고 사고 나면 누가 책임지려고 그라고 있는지 거기 차로 막고 있어서 운전하기 힘드네요 주말에 차도 많은데 이거 왜 이러십니까 주말에 차도 많은데 저거 어떻게 좀 해주세요,189,도시국,도시국 건설과
,554,도시국,도시국 건설과
"구립 도서관 이용에 관해 문의드립니다 물망에 도서관을 주로 이용하는 사람입니다 몇 달 전 책 숲길 도서관이 개관하여 책을 대출하러 갔더니, 물망에 도서관에서 대출하였기 때문에 거기에서는 책을 대출할 수 없다고 하더군요 통합 시스템 때문에 그렇다고 하던데, 그렇다면 차후에 범어네거리에 생기는 구립 도서관도 그런 식으로 운영이 될 예정인지요 집 근처에 이용할 수 있는 도서관이 많이 생기는 것은 좋습니다 그렇지만 그 효과를 극대화하려면 대출카드는 같이 이용하되, 대출건수 제한은 없으면 좋겠습니다 달서구 구립 도원 도서관과 구립 어린이 도서관도 대출카드같이 이용하지만, 한쪽에서만 책을 빌려야 한다는 규정은 없는 걸로 알고 있습니다 제가 책 숲길 도서관에 간 지가 좀 되어서 혹시 규정이 바뀐 건 아닌지 모르겠습니다만, 만약 그 규정 그대로라면 개정 계획은 없으신지 답변 부탁드립니다",400,복지국,복지국 자원순환과
,500,도시국,도시국 건설과
"사월 화성파크드림 1단지 입주민 모두는 베스트 드라이버 ... 아래 사진은 사월 화성파크드림 1단지의 주출입구 진입도로입니다 8m밖에 안되는 좁은 소방도로 양쪽으로 매일 아침, 저녁 불법 주정차량들로 인해 입주민과 방문객들의 차량 통행에 막대한 불편을 끼치고 있으며 .. 혹여 비상사태 발생 시 소방차 진입조차 어려워 안전사고마저 우려됩니다 수차례 건의하였으나 지금까지도 근본적인 대책 마련조차 없으니 답답하고 불편하기 그지없습니다 빠른 조치를 기다리겠습니다 ... ※ 첨부파일 : 2010.09.01 1.jpg 2010.09.01.jpg",947,복지국,복지국 경제환경과
남천 둔치 리틀야구장 잡풀 제거해 주세요 남천 둔치에 있는 리틀야구장 외야 쪽으로 풀이 너무 많이 자라 운동하기에 위험합니다 사용에 지장이 없도록 풀을 제거해 주세요 쉽게 제거할 수 있으니 이번 주 중에 해결해 주시겠죠 주말에 깨끗한 상태에서 사용하고 싶어요~,162,도시국,도시국 교통과
"중앙분리 차선 유도봉 제니스 주변 도로에 차량 소통이 원활하지 않아 교행이 힘들고 중앙선을 넘어야 하는 부분과 차선이 변경되는 부분과 도로 폭이 변화하는 부분이 많아 사고 위험이 존재합니다 서쪽은 영남호텔과 삼성증권 유한양행으로 차량 통행이 많으나 교행이 힘들어 사고 위험이 있습니다 북쪽은 내리막길이라 속도를 내게 되고 상가 출구가 있어 사고의 위험이 있는 부분입니다 중앙분리 차선 유도봉을 제니스부변 도로 ( 북쪽, 서쪽 )에 설치해 주시면 사고예방에 도움이 되겠습니다",178,복지국,복지국 자원순환과
"용지봉 숲 가꾸기 사업 뒤처리 요청 지난봄에 용지봉 일대 등산로 주변에서 숲 가꾸기 사업 ( )으로 많은 나무들을 벌목한 바 있습니다 그런데, 정상 부근 극히 일부만 제외하고는 벌목한 나무들을 전혀 정리하지 않고 어지럽게 방치해 놓아 등산로 풍경이 말이 아닐 정도로 훼손되어 있습니다 잘린 나무들을 좀 정리해서, 많은 주민들이 이용하는 등산로 환경을 가꾸어 주시면 좋겠습니다",284,행정국,행정국 행정지원과
도로인지 .. 교회 땅인지 확인 부탁드립니다 ... 수성구 노변동 126번지 삼승 월드 타운 105동과 101동 맞은편에 동부교회가 재건축하여 건물을 지으면서 105동과 교회 사이에 대형 하수도관을 묻는 작업을 재건 축전에 하였습니다 건물이 다 지은 진우 다음 교회에서는 하수도관이 묻혀있는 도로를 교회가 아직 시에서 보상을 받지 못하였으니 자기 땅이라고 하면서 저희들이 차가 다닐 수 없도록 화분을 놔놓고 막아두었습니다 .. 지적도를 살펴보니 명의가 시로 이전되어 있었는데 .... 교회가 얘기한 자기네 땅이니 다니지 말라는 말이 맞는지 ... 아님 자기들 개인 용도로 주차장 활용을 위해 우리에게 거짓말을 하고 사용하고 있는 것인지 .... 정확한 답변을 부탁드립니다 ... 하루가 멀다 하고 교회와 주민 사이에 언쟁이 벌어지고 있으니 빠른 결과 알려주시면 감사하겠습니다 .. 삼승 월드 타운 105동 주민이 ....,595,복지국,복지국 자원순환과
,389,행정국,행정국 행정지원과
용학 도서관에 대해서 ... 용학 도서관이 개관한지 여러 달이 지났는데 아직도 시범운행 중이네요 ... 언제쯤 정식으로 운영을 하실 것이지 알려주십시오 빠른 시일안에 정식으로 운영되었으면 합니다,327,도시국,도시국 건설과
"용학 도서관 이용 관련 문의입니다 용학 도서관 이용 관련 문의입니다 용학 도서관 홈페이지를 참고해 보니 정식 운영하여도 일반열람실 개관시간이 09시이며 휴일도 매주 월요일 예정이더군요 다른 도서관 일반열람실 ( 중앙, 효목 등 )의 개관시간은 07시며 휴일도 격주인데 거기에 비하면 용학 도서관은 너무 널널 ( ) 하게 운영할 예정이 아닌가 싶습니다 정식 개관 시 일반열람실 개관시간, 휴무 예정일은 어떻게 되나요 만약 홈피 예정대로라면 타 도서관에 비하여 용학 도서관만 특별히 그렇게 운영할 이유가 있으신가요",315,도시국,도시국 건설과
,255,복지국,복지국 경제환경과
"용학 도서관에 관한 건의사항입니다 용학 도서관이 생기면서부터 도서관 이용을 자주 하고 있습니다 하지만 운영시간이 너무 짧아서 공부를 하기에는 불편한 감이 있습니다 몇 번이나 전화를 해서 언제부터 정상 운영을 하는지 물어보았지만 그저 아직 확정이 안 되었다고만 말씀하시네요 원래 같으면 지금쯤 임시 개관이 끝났을 시기인데요 언제쯤 정상 운영을 하는지 좀 정확하게 알려주시면 감사하겠습니다 한 가지 더 건의드릴 게 있는데, 저는 노트북 실을 잘 이용하는데요, 거기 보면 뒤쪽에는 문이 설치되어 있지 않습니다 그래서 계단에서 어린애들이 떠드는 소리 하며 바깥소리가 너무 크게 들립니다 시정 부탁드립니다",167,도시국,도시국 교통과
"수성 4가 씨티은행 앞 인도 점유 불법주차 단속 관련 수성 4가 씨티은행 앞 인도 점유 불법주차 단속 관련 3번째 글입니다 수성 4가 씨티은행 앞 보행에 지장을 초래하는 인도 점유 불법주차 단속 관련 글을 올려도 그때뿐이고 시간이 지나면 다시 원점으로 돌아오고 그러는군요 시간이 지나면 사람이 그 길로 안 다니나 씨티은행 수성동 지점 직원 xx들이나, 불법 인도 점유 주차하는 인간 같지 않은 xx들이나 어떻게 조치가 돼야 할 텐데 ... 이 글을 읽으시는 존경하는 민원처리 담당자님, 아내와 아이, 그리고 은행 앞을 보행하는 주민들이 계속해서 불편하게 씨티은행 앞에 지나치지 않도록 주/정차 단속 CCTV 설치 건의합니다 제발 설치 해주심요~ 님들 업무량이 너무 많아 씨티은행만 지키고 주차단속을 할 수도 없겠지요 민원인의 간절한 소망이 이루어질 수 있도록 많은 협조 부탁드립니다 그럼, 좋은 소식 기다리고 있겠습니다",702,보건소,보건소 보건행정과
,178,보건소,보건소 식품위생과
평일의 도서관 운영시간을 탄력 있게~ 안녕하세요 수성구민으로 새로 생긴 도서관에 대해 너무나 기쁘고 감사하게 이용하는 사람 중의 한 사람입니다 다름이 아니고 도서관 운영시간에 대해서 건의하려고 합니다 일하는 엄마로 도서관 운영시간이 너무 아쉽습니다 반납 및 대출이 평일 6시까지 밖에 안되니까 우리에겐 그냥 그림의 떡입니다 토 일요일이 있지만 대출 규칙상 1인당 3권밖에 안되고 그나마 대출증의 주인이 동반되었을 때만 대출이 가능합니다 양질의 좋은 책이 많지만 항상 도서관 운영시간 때문에 평일의 도서관 출입은 엄두도 못 냅니다 요즘같이 맞벌이가 보편화된 세상에 평일에 시간 운영을 좀 더 탄력적으로 늦게까지 해주시면 안 될까요 물론 보건소 별관의 숲길 도서관은 주중에 늦게까지 한 번 정도 하던데 그럼 아동실도 같이 좀 그 시간까지 운영해 주시기를 부탁합니다 일주일에 한두 번 정도라도 늦게까지 아동실의 책 대출 운영시간을 늘려주시기를 간절히 건의해 봅니다,332,도시국,도시국 토지정보과
,2632,복지국,복지국 복지과
,500,복지국,복지국 복지과
,350,도시국,도시국 건설과
"수성 아크로타워 상가 앞 차량 진입 방지 봉 보완재 설치 요망 수성 아크로타워 상가 앞에 설치된 차량 진입 방지 봉 보완 설치를 부탁드립니다 이미 구청에서 설치 완료하였으나 개인이 임의로 철거하여 재 설치를 부탁드렸더니 인제는 한 곳만 봉을 박아놓고 아예 이쪽으로 차량 진입하라는 입간판까지 내놓고 있습니다 수성 아크로타워 앞은 공개공지이자, 개인 사유지로서 주차공간이 아닌데 차량을 진입시키려는 일부 몰지각한 상가 업주가 구청에서 박아놓은 차량 진입 방지 봉까지 임의로 무단 철거하기에까지 이르렀습니다 이제는 하다 하다 차량 진입 방지 재봉을 한 개만 설치하고 나머지 한 개는 뗐다 붙였다 하면서 구청과 시민을 우롱하고 있습니다 시민들이 걸어 다니는 공간에 차량이 전속력으로 드나들어 어린이나 노약자가 아닌 일반인들도 위협을 느낍니다 부디 시민들의 안전을 위해 하루빨리 조치하여 주십시오",612,도시국,도시국 건축과
,516,도시국,도시국 교통과
"수성구 지산동에는 쓰레기통을 찾아보기 어렵다 안녕하세요. 수성구 지산동에 사는 고등학생입니다 제가 이렇게 글을 쓰는 이유는 한 가지입니다 수성구 지산동 길거리에는 쓰레기통을 찾아보기 어렵습니다 길을 걷다 보면 휴지를 버리고 싶은데 버릴 데가 없습니다 그러면 아무 데나 쓰레기는 버리게 되죠 .. 쓰레기통이라고 해봐야 사진에 보듯이 이런 가로청소용 포대자루뿐입니다 포대자루도 보기 힘들 정도죠 .. 지산, 범물동에만 이렇고 다르 쓰레기통 몇 개라도 있으면 길거리가 좀 더 깨끗해질 수 있을 거라고 저는 생각합니다 환경미화원 아저씨들도 덜 힘들게 일할 수 있을 거고요 .. 내년 2011세계 육상 선수권대회가 대구에서 열리는데 외국인들에게 쓰레기로 얼룩진 컬러풀 대구를 보여주실 건가요 .. 깨끗한 대구 수성구를 만들어주세요 감사합니다.~ ※ 첨부파일 : IMG035.jpg IMG024.jpg",282,도시국,도시국 건설과
,388,복지국,복지국 경제환경과
,403,도시국,도시국 토지정보과
,768,도시국,도시국 건축과
주차 단 속건 연일 무더운 날씨에 고생이 많으십니다 .. 다름 아니라 범물동 범일중학교 남쪽 도로 ( 범물 청구 북편 도로 )의 불법주차 건으로 민원 올립니다 저는 도로를 하루에 약 5~6회를 왕복 이용하고 있는바 양쪽 갓길 모두에 불법주차를 해둔 탓에 교행이 이루어지질 않고 있답니다 도로 중간에 차량 교행 구간이라는 안내글이 있으나 무용지물이며 이로 인하여 접촉사고도 가끔 일어납니다 한쪽 면을 주차허용 구간으로 설정하시어 한쪽 면만 주차 가능케 하시던지 아님 강력한 단속을 요청합니다 주로 인근 상가의 근무자들의 차량으로 보입니다 야간 9시 이후엔 도로가 한산해지니까요 .. 다시 한번 더 부탁드립니다. 한쪽 면의 주차구역을 획정해 주시던지 여의치 않다면 강력한 주차단속 실시를 부탁드립니다 수고하십시오~~,2682,도시국,도시국 공원녹지과
중동 빌라 공사현장 소음과 먼지 수성구 중동 94-3번지 주변 주택가 빌라 공사현장 때문에 너무 힘들어요 공사를 시작한 지 10홀 정도 된 것 같아요 아침에 출근을 하는 사람으로서 6시 반이나 일곱시부터 너무나 시끄러운 소음 공사를 하고 있는데요 이른 시간에 소음이 심한 공사는 좀 자제를 해주었으면 합니다 요즘같이 더운 여름날 창문은 필수로 열어야 하는데 먼지 방지 같은 장치는 하나도 없이 공사를 진행하고 있는듯합니다 요즘은 작은 공사도 천막이나 공사 먼 지방지 천을 치고 공사하는듯한데 그런 설치물은 하나도 없습니다 이 동네는 골목길이고 어르신이나 어린이들도 꽤 많이 지나다니는 골목입니다 공사 중 작은 이물질이나 철근으로 다치는 사람이 생길까 걱정도 되는 실정이네요 도로를 일시적으로 얼마만큼 더 쓴다고 측정이 내려졌는지는 모르겠지만 공사 끝나고 건축자제물을 안쪽으로 옮겨주셨으면 해요 기본적인 천막과 안전 설치물은 꼭 설치해서 공사를 무사히 마쳤으면 좋겠습니다 조치가 언제 내려질지 모르겠으나 공사현장이니 만큼 빠른 조치 바랍니다,1378,도시국,도시국 교통과
"도로 점용 불법시설물 철거 요청 수성구 범어동에 있는 주상복합아파트 두산위브제니스를 둘러싸고 있는 도로에 설치된 바리케이드를 치워주세요 위 아파트는 아파트를 둘러싼 도로에 철제 구조물을 설치하고 있습니다 불법주차를 막자는 취지 같은데, 그 구간은 정차는 가능한 구간 ( 황색 점선 )입니다 위 바리케이드로 인해 정차하는 차량이 매우 불편하고 정차된 차량이 있을 경우 교행하는 차량은 중앙선을 넘어야 하는 문제도 발생하며, 미관상 문제도 있습니다 바리케이드를 누가 설치했는지, 또 어떤 근거에서 설치했는지, 구청에서는 위와 같은 불법구조물이 설치된 사실을 알고 있는지, 왜 철거하지 않는지 궁금합니다",270,도시국,도시국 교통과
,1129,도시국,도시국 건축과
"만촌동 골목길 가로등 수리 언제 되나요 만촌 2동 르노삼성자동차, 현대자동차 서비스센터, 횟집 바로 뒤 골목길에 가로등이 며칠째 고장 나서 밤길이 너무 위험합니다 근처 중고등학생들 학원이 많아서 오후 6-9시 사이 삼삼오오 모여서 담배를 피우는데 이것도 건의하고 싶네요 CCTV라도 있었으면 좋겠네요 오성중학교 1학년 학생들도 있었습니다 경찰차가 한 번씩 밤에 순찰을 하지만 큰 길에서만 다니고 저희 동네 골목은 차 한대 지나갈 정도라 그냥 지나치시네요 바로 위에 골목이 광명 타운인데 거기에는 자주 다니면서 하여튼 골목길 가로수 빨리 고쳐 주세요 며칠 전에 어떤 남자분에 만지시는 것 같더니 그 뒤로 안되던데, , , 여기에 민원 올리는 게 맞나요",483,도시국,도시국 공원녹지과
사월동 쉼터 ( ) 정자 얼마 전 꾸며주신 정자 같은 곳 참 좋네요 .. 그런데 벌써 테이블 쪽이 쩍~벌어져있습니다 .. 가로로 하자 보수가 시급합니다 ..,376,도시국,도시국 건축과
주택법 및 국토부 고시 위반 여부 확인 후 행정조치 요청 건 첨부파일 ※ 첨부파일 : 입찰공고문. hwp,256,도시국,도시국 교통과
sk 뷰 아파트 진입로 분리대 설치 감사 sk 뷰에 살고 있는 김수원입니다 진입로 편도 1차선 분리대를 설치해 주십을 감사드립니다 작년 5월 이사를 왔는데 진입로 양쪽에 차를 세워놓아 차 운행에 얼마나 어려웠는지 몰라요 출입하다 서로 부딪칠 우려가 많았는데 요 근래에 중앙분리대를 설치해 주셔서 이제는 출입이 편하고 사고의 우려도 없다고 모두가 말을 해요 다시 한번 구청에 감사의 말씀을 올립니다,1344,복지국,복지국 복지과
"지산동 주차 관련, 환경 미화 관련 지산동 지봉 초등 옆 어린이 보호 블록 내 헌 옷 수거함 철거 바랍니다 보행 중 불편하며 다른 쓰레기가 옆에 쌓여 위생상으로도 좋지 않습니다 수녀원 건너편 동남 빌라 앞, 도로변에 쓰레기가 늘 쌓여 있어 있습니다 차가 지나는 길이라 안전상으로도 문제고, 위생상으로도 좋지 않습니다 날이 갈수록 계속 쓰레기가 늘어가고 있습니다 동아백화점 네거리 부근 던킨도너츠 건너편 소방도로 휴대폰 가게와 금은방 사이로 난 도로가 있는데 금은방 앞에 항상 차가 주차되어 너무 위험합니다 차를 비켜서 보행하면 뒤에 오는 차도 주행이 불편하고 앞에 가시거리가 있어 잘 보이지 않습니다 특히 아이들이 가거나 유모차가 갈 때 더욱 불편합니다 빠른 조치 부탁합니다",184,도시국,도시국 건설과
육수천 환경 정비 착공은 언제 수성구 홈피 수성의 미래 사업 중에 육수천 환경 정비 사업이 금년 5월에 착공한다고 공지되어 있는데 아직 착공하지 않고 있네요 현재 진행 상태가 어떻게 되어가는지 주민에게 정확한 정보를 제공해야 된다고 생각됩니다,228,도시국,도시국 교통과
"수성못 블루길 제거 외래 어종 ( 베스, 블루길 등 ) 의 유입으로 토종 생태계가 위협받고 있는 이 시점에서, 대구 시민의 안락한 휴식처 중 하나인 수성못에 산재해있는 외래 어종의 퇴치를 부탁드립니다 가끔씩 산책 삼아 걷다 보면 잉어가물치 등의 어종이 유유히 헤엄치는 걸 보면 기분이 참 좋은데 그를 뒤따르는 블루길을 볼 때면 저런 것들이 토종붕어의 치어를 다잡아 먹어 우리 수성못에 토종붕어를 볼 수 없구나라고 생각하면 답답함이 하늘을 찌릅니다 ... 우리 땅 우리 물에 토종 생태계가 자리 잡을 수 있게 해주십시오 ... -방법- 구청장님 주최하게 지렁이만 제공해 주시고 블루 길잡이 낚시 대회를 여는 겁니다 .... 타업종 낚시 불가 ( 블루길은 동물성이라 지렁이 미끼만 달면 바로 달려들죠 ) 많이 잡은 량에 따른 포상을 실시하는 거죠 전국적인 낚시사이트인 `` 월척 ''에 공지만 하시면 토종붕어를 사랑하는 조사님들이 동참할 것이라 봅니다 수성못에 외래 어종이 아닌 토종붕어가 헤엄치는 모습을 우리 아이들에게 보여주고 싶습니다 ...",60,복지국,복지국 경제환경과
"일자리 창출 관련 일자리 창출 관련 신청하고 싶습니다 접수기간 및 방법, 그리고 어떤 종류의 일자리가 있는지 궁금합니다",341,도시국,도시국 교통과
"아파트 사이에 난 도로에 사업용 차량 주차 및 매연 방출 여기는 수성구 시지동 노변동서 우방아파트 107동 바로 앞 도로입니다 이곳 도로는 왕복 4차선의 아파트 사이의 도로인데요 .. 사업용 차량인 관광버스, 화물차, 중기 운반차량 등 사업용 본거지가 있는 사업용 차량들의 주차로 인해 소음 및 매연이 심각합니다 .. 우선 수성구청의 행정지도를 바랍니다 ... 행정지도가 제대로 되지 않을 시 제가 어떤 행위를 해야만 주차금지가 되는지도 알려주시기 바랍니다 ... 이곳 도로의 2개 차로는 완전히 주차장입니다 여름밤 더운데 문을 열고 있으면 매연이 집안으로 들어옵니다 그렇다고 에어컨을 계속 켜고 있을 수도 없는 노릇 아닙니까 .. 절전이 국가적 화두인데 .... 형식적 민원처리 원하지 않습니다 ... 확실히 처리하고 답변 주세요 ..",583,도시국,도시국 공원녹지과
"주차단속 주차단속을 부탁합니다 장소 ; 범어 2동 경남 타운 사거리 구70번 도로 이곳은 버스가 다니는 도로임에도 불구하고 한 차선은 불법주차로 인해 사소가 빈발 한 지역입니다 거의 매일 사고가 나나 싶이 합니다 이곳에 신호등 없는 자그마한 사거리에서 많은 사고가 납니다 범어 초등학교가 있기 때문에 신경이 많이 쓰입니다 조치를 부탁합니다, 수고하세요",184,도시국,도시국 건설과
지 산청구 타운 정문 앞 버스정류소 도로 침하 개선 바랍니다 안녕하십니까 불볕더위에 노고가 많으십니다 저는 지 산청구 타운 관리사무소장입니다 주민 몇 분께서 이번 호우에 제가 근무하는 지 산청구 타운 정문 앞 버스정류소에서 시내버스를 기다리고 있던 중에 도로와 경계석 사이에 고인 물이 버스가 도착하면서 튀어서 옷이 젖어 낭패를 당했다고 합니다 제가 현장에 가보니 여러 차례 도로포장을 하면서 기울기가 제법 생기다 보니 그러한 현상이 발생한 것으로 보입니다 앞으로 이런 불상사가 발생하지 않도록 경계석 주변 하수로의 높이를 높여주시든지 하시어 우기에 물이 고이지 않도록 보수작업을 실시해 주시기를 부탁드립니다 구청의 노고에 늘 감사드리며 이만 줄입니다 안녕히 계십시오,87,도시국,도시국 건설과
"범물 1동 ( 범물 1단지-영남 타운까지 인도 공사 ) 저는 범물 1단지에서 살고 있습니다 수성 동아백화점 뒤쪽으로 아파트 단지가 많잖아요 한 달 전에 범물 1단지 앞 버스정류장부터 영남아파트 ( 혹은 청구 ) 인도를 파헤쳐서 공사를 했어요 오수관 공사로 알고 있는데 .. 그곳으로 지나가는 많은 사람들은 한 달 정도를 파 헤져진 인도를 걷기도 불편하고 보기에도 참 안 좋습니다 공사 언제 끝나나요 인도를 예전처럼 원상 복귀가 언제 되는지 알고 싶고, 공사가 끝난 거라면, 빨리 인도 만들어 주시면 너무 감사하겠습니다",482,행정국,행정국 행정지원과
범어 3동 해탈사-화성파크드림 사이 계단 청소 요망 범어 3동 ( 범어천 2로 ) 해탈사-화성파크드림 사이 계단은 사유지가 아닌 일반 도로로 분류된 것으로 알고 있습니다 청소 직원이 방치하고 있어 외관상 보기 흉합니다 담배꽁초와 낙엽이 쌓이고 있습니다 정기적인 관리와 청소를 부탁드립니다,260,도시국,도시국 공원녹지과
가로등 고장 신고 수고 많으십니다 우리 동네 골목길 가로등에 대한 점검/보수를 신청합니다 가로등 관리번호 : 181번 증상 : 전압이 살인지 접촉불량인지 가로등이 지속적으로 켜져 있지 않고 꺼졌다 켜졌다를 반복함 증상이 시작된 지 3개월 이상 지났음,775,도시국,도시국 공원녹지과
"대구시 및 수성구청 가로수 담당자에게 공무집행에 노고가 많습니다 10여 일 전 수성구 녹지과 담당자와 함께 범물 1동 범일중학교 앞 소방도로 양변에 식재된 가로수 실태조사를 했습니다 도로 100m 구간 양변에 식재된 30년생 은행나무 43그루 중 21그루가 중장비에 의해 껍질이 벗겨지고 어떤 나무는 반쪽이 찢겨서 고사 직전에 있었습니다 이는 2008년 보도블록 교체 때와 2010년 전화선 매설 작업 시 부주의 탓입니다 뿐만 아니라 도시철도 3호선 공사 주변 가로수도 필요 이상 무절제하게 가지가 잘려 나갔습니다 시민의 중요한 재산을 보호해야 할 관공서는 무엇을 하고 있습니까 반성하시고 다시는 이렇게 환경이 파괴되는 일이 없도록 제도적 장치를 마련하십시오 그리고 수성구 전역, 또는 대구시 전체 실태조사와 함께 시공자에게 변제 바랍니다 2010년 8월 방태표",232,복지국,복지국 경제환경과
"도로 쓰레기 무단방치 처리 요구 건 구정 업무에 노고가 많으십니다 당 아파트 상가 앞 인도 부근에 불법 쓰레기를 상습 무단 투기하고 있어 악취 및 미관에 심각한 영향을 주고 있을 뿐 아니라, 상가의 배기휀 작동 소음과 악취로 인하여 입주민의 많은 불만과 민원이 제기되고 있습니다 해당 지역에 쓰레기 무단투기가 근절될 수 있도록 조치해 주시기 바라며, 상가의 배기휀 관련 문제를 적극 검토하여 주변 주민들의 불편을 해소하여 주시기 바랍니다 첨부 : 해당 지역 쓰레기 불법 투기 및 배기휀 사진 ※ 첨부파일 : P1010263.JPG P1010267.JPG",555,도시국,도시국 건설과
"수성유원지 우측보행 안내판 게시 수성못 주변에 거주하는 시민으로 아침저녁으로 수성못 둘레를 보행하면서 절실히 느낀 점으로 이곳은 대구 시민의 걷기 등 유일한 휴식공간으로 평소는 물론 행사 때 우측보행이 정착되지 않아 보행 중 서로 부딪치는 등 불쾌감을 주고 있는 실정입니다. 국토해양부에서 지난 7.1부터 보행문화 개선 추진방안과 관련 보행자 간 혼란 발생이 없고 편리하고 안전한 우측보행을 위해 수성못뚝 좌, 우에 `` 우측보행 '' 안내 게시판을 게시하여 명랑한 보행 질서 정착을 기대합니다 사람이 많이 통행하는 등산로 통행이 이곳보다 훨씬 많은 제주 한라수목원 등지에 우측보행 안내판을 게시하여 쾌적한 보행 질서가 부럽습니다 끝",643,행정국,행정국 행정지원과
,190,도시국,도시국 건설과
중앙선 도색해 주세요 시지동 목련공원 ( 새마을금고 ) 앞에서 고산 2동 치안센터 앞까지 약 300미터가 도로 중앙선이 모두 지워져 있어 차량 운전 시 중앙선을 넘는 사고가 빈발하게 발생하는 등 위험을 초래하고 있습니다 특히 야간이나 우천 시에는 중앙선이 아예 보이지 않습니다 확인하고 조치해 주시기 바랍니다 고산 노변 타운과 청구 전원타운 사이 도로입니다,99,동사무소,범어4동
범안로 다리 밑 ( 금호강 제 방 옆 )에 움막집 철거 요청합니다 금호강 제 방 옆 범안로 다리 밑에 이상한 사람이 움막을 짓고 살고 있습니다 여름이라 바람 쐴 겸 자주 가는데 아주 꼴불견입니다 교각 밑에서의 주거 가능한 일인가요 아마도 불법이 아닐까 해서 글을 씁니다 도시미관을 위해서라도 반드시 점검해 주세요 ...,256,동사무소,상동
불법 주정차 단속 요망 수고 많습니다 신매동 사월 화성파크드림 1단지와 2단지 및 효성아파트 사이를 지나는 도로변에 불법 주정차로 인한 통행에 지장이 많습니다. 아파트 단지 약 옆길에 불법주차한 차량 때문에 자녀들이 도로를 건널 때 항상 불안하기도 합니다. 특히 금요일 저녁때에는 전쟁터입니다 도로 옆에 불법 주정차 단속한다는 현수막이 걸려있긴 하나 비웃기라도 하듯 현수막 아래에도 버젓이 주차하고 있으며 길 양옆에 주정차 금지 단속 경고문을 두었는데도 아랑곳하지 않습니다 단지 앞 상가 ( 시 지 퍼스트 )를 이용하거나 지하철을 이용하는 고객이 불법 주정차하는 것으로 추정되는데 구청에서 강력한 단속 의지를 보여주었으면 합니다 불법 주정차로 양길 가로 차들이 빼곡한 반면에 바로 앞 유료주차장은 텅 비어 있는 게 현실입니다 무인단속차량의 1회 성 단속이 아닌 상시 단속과 무인단속 카메라의 설치도 고려해 주심 감사하겠습니다 수고하세요,290,도시국,도시국 건축과
수성못 주변 너무 큰 보트장 입간판 불편합니다 수성못 주변에서 아침 운동하는 주민입니다 폭이 1m 높이 2m 넘어 보이는 보트장 입간판이 보행자에게 불편하다는 생각을 해왔었는데 아침에 한 아주머니가 마주 오는 분을 비켜서다가 어깨를 부딪히는 걸 보고 글 올립니다,260,복지국,복지국 자원순환과
신천동로 쪽 가로등 좀 켜주세요 신천동로 쪽 대구 선거관리위원회 가로등이 안 켜져 있어서 너무 어둡습니다 딸아이가 저녁 늦게까지 공부하고 걸어오는데 요즘 같은 때에 많이 걱정이 됩니다 오다 보면 구석진 곳도 많아서 가로등이 좀 켜져 있으면 엄마로서 더 안심이 될 것 같네요 수고하세요^^,242,복지국,복지국 자원순환과
,263,복지국,복지국 자원순환과
,256,복지국,복지국 경제환경과
,658,도시국,도시국 교통과
"민원처리를 아주 신속하게 잘하는 수성구청 직원들 존경합니다 수성구 지하철 사월역 경상 방면 버스정류장에 보면 사용하지 않는 포장마차 한 대가 방치되어 있다 이 포장마차는 민원인이 알기로 약 5~6개월 정도 전부터 영업을 하지 않은 채로 방치되어 있는데 보다 못한 민원인이 구청에 미관상 안전상을 위하여 처리를 요청했었다 2010 19시경 당직실 ( 김 ) , 또 7월 7일 그 시간 당직실, 7월 19일 20:30 ( 당직실 ) 등 그런데 아직 처리가 되지 않고 있음은 물론 민원인에게 어떤 사유로 당장 처리가 되지 못한다는 등, 또는 언제까지 처리하겠다는 등 안내가 전혀 없이 민원인 혼자만 계속 전화로 민원을 제기할 뿐 아무런 처리 내용도 결과도 오리무중이다 일 처리를 멋지게 하는 수성구청 직원님들 존경합니다 언제까지 그 포장마차가 그 자리를 지키고 있는지 두고 보겠습니다 ※ 첨부파일 : 포장마차 003.jpg 포장마차 002.jpg 포장마차 001.jpg",547,도시국,도시국 공원녹지과
"꽃매미 방제 작업이 필요합니다 안녕하세요 수성구 고산에 살고 있습니다 근래 아파트 복도, 신매동 가로수, 욱수골 덕원 고등학교 앞 등에서 꽃매미를 자주 보게 됩니다 고산 지역은 포도 농사를 많이 하는 곳이라 피해가 많이 우려됩니다 신속한 방제 작업을 부탁드립니다",250,도시국,도시국 건설과
,1081,복지국,복지국 경제환경과
가로수 낙엽 처리 요망 무열로 가로수 전지작업을 실시하고 도로에 낙엽이 무성한데 완전히 깨끗이 치우지 않은 지역이 있습니다 확인하시고 깨끗이 치워주세요 감사합니다,863,도시국,도시국 교통과
