title,content,dept
가로등 불이 깜빡거립니다,"집앞 가로등이 깜빡거려서 가로등교체 민원입니다
혹시나해서 첨부파일로 가로등번호 찍어보냅니다.

확인후 교체 부탁드립니다

※ 첨부파일 :
20141108_1742402.jpg",도시국 도시관리과
북부정류장 진출입도로 CCTV 언제 설치합니까?,"안녕하세요 북부정류장에 상가를 운영중인 사람입니다.

항상 택시 호객행위, 승차거부 관련 민원을 넣으면

10월 중에 cctv가 설치가 되기때문에 호객행위와 승차거부가 단절될것이라면서 답변하셨습니다.

9월달에 이런 민원을 넣어도 10월 중에 cctv가 설치가된다

10월달에 민원을 넣으면 10월 중에 설치가 된다고 그렇게 말씀을 하셨는데

지금 11월 14일 입니다.

도대체 언제 cctv 설치하실껍니까?

항상 민원 넣으면 cctv가 설치되면 해결될것으로 보인다고 말씀하시고

분명히 밑에 북부정류장 관련 민원 두개에 전부다 10월달에 설치가 된다고 했는데

지금이 10월달입니까? 설치하는건 맞습니까?

정확히 언제 설치하는지 궁금합니다. 계획중이라고 말만 하지마시고, 계획중이면

언제 설치할 꺼라는 날짜도 계획에 잡혀있을것 아닙니까.

정확한 답변 부탁드립니다.",도시국 교통과
도로를 개설해 주세요.,"서구 비산7동 2004-41과 2003-48의 도시계획에 따른 도로 개설에 대한 글을 몇차례 올렸었습니다.
하지만 구청에서는 예산 부족이라던지 2012년 전후 개설이 없었다는 교과서 적이 답변만 받았습니다.
하지만 이번건은 정말 생업을 위협하고 중차대한 문제이기에 다시 간곡히 글을 올립니다.
계속적인 불협화음으로 크고 작은 소란이 끊이지 않음은 엄청난 스트레스로 다가오고 있으며 우리 산업현장에
큰 문제가 되고 있음을 다시한번 강조를 드립니다.
저희는 그저 잘 지내고 싶은 마음 뿐입니다. 하지만 이 도로개설에 대한 문제가 해결이 되지 않으면
계속해서 문제가 발생을 하게 될 것이고 저 또한 계속해서 이렇게 글을 올릴 수 밖에는 없습니다.
첨부한 사진은 얼마전에 저희 업체 직원이 문제의 옆 공장에 차를 비켜 달라고 요청을 했다가 문제의 옆 공장 직원이 밀치는 바람에 머리를 부딪혀서 피가 난 것이구요.
다른 것은 공공연히 자기네들 주차장인양 차를 주차하는 문제의 공장 업무용 차들 입니다.
그 옆에 그 공장 손님도 삐닦하게 주차를 하고 있네요.
제발 부탁입니다. 이 싸움이 끝이 날 수 있도록 도와 주세요. 도로가 지정이 되어서 불법주차 단속만 할 수
있게 되면 모든 것이 끝이 날 수 있는데 제발 도와 주세요. 부탁드립니다.
그럼 희망을 안고 이 글을 마치겠습니다.
안녕히 계십시요.

※ 첨부파일 :
20141014 도로불법주차.jpg
20141023 싸움.jpg",도시국 건설방재과
스쿨존 불법주정차 구역이라구요???,"저는 올해 초1 여아를 둔 직장맘입니다.

직장다니는 엄마들은 알다시피 중간에 아이를 픽업하러 나갈수 없지요. 다들 아실겁니다.

믿고 일을 다닐수 있는곳은 딱 한 곳 학원뿐입니다.

제 시간에 딱 맞춰 학원에서 아이 데리러 가주는데...

학원선생님이 불법 주정차 특별관리구역이라서 지금 기다릴수 없다고, 아이가 나와서 기다리고 있으면

이따 데리러 간다고 하더군요.

그러면 부모마음은 얼마나 애가 타는지 아십니까???

요즘 여자아이 성범죄가 얼마나 많은지 아십니까???

낮에는 누구나 다 학교 운동장에 드나들수 있다는거 아시는지요?

그리고 하교하면, 선생님 역영에서 벗어난다는것도 당연히 아시지요??

과태료??? 지금 그게 중요합니까???

아니, 학교 마치고 집으로 혼자 가는 저학년 아이가 몇명이나 된다고, 학교앞에 그런 현수막을 내걸고

과태료를 부여합니까?


2시20분에 방과후 마치고 아이가, 바로 2시20분에 나오는줄 아십니까??

아이가 시간대로 딱딱 움직이는 로봇입니까??


나오다가 도서실에 들를수도 있는것이고, 친구랑 만나서 장난치다 좀 늦을수도 있는겁니다.

초등학교 1학년이라 어른이 옆에서 지켜보지 않으면 유치원생이나 다름없단 말입니다.

학원선생님은 2시20분이 하교시간이니 그 시간전에 나와서 아이를 기다리지요.

그건 당연한거지요??

아이가 나오기 전에 미리 선생님이 나와서 아이를 기다리는게 당연한거란 말입니다.

10분이던, 20분이던 아이가 나올때까지 기다려야지요.

그래야 부모마음도 편한거구요.


왜 그 사정까지 나라에서 이해해야되는거냐구요??

그러면 할말이 많지요. 그러라고 아이 많이 낳으라고, 정책 세운거 아닙니까???

적어도 아이 기다리는 학원차량은 불법주정차 차량에서 제외해주셔야 되는거 아닙니까????



아까 구청교통담당한테 전화해서 이 말하니 그러더군요.

차량주인이 없으면 사진을 찍는다구요.

어이가 없어서...진짜...

초등학교 1학년짜리가 학교 앞 도로까지 나와서 자기네 학원차 찾아서 갑니까???


학원선생님이 운동장에 나와서 아이 나올때까지 기다렸다가 아이데리고 갑니다.

이건 당연한거 아닙니까???????

이런 실태도 모르시면서 말 쉽게 하시네요 당담자님-

그렇게 불법주정차 단속하는 이유는, 도보를 이용하는 아이들 때문이라고 말씀하셨는데요,

나가보셨습니까??

도보로 하교하는 아이들, 거의 고학년입니다.

저학년들 중, 엄마가 집에 있는 아이들은 엄마가 데리러 오구요,

아니면 다 학원선생님이 데리러 옵니다.

저도 집에 있으면 당연히 아이데리러 학교갑니다^^ 그러지 못해 제가 이 글을 남기는거구요.

나가보고 그런 전화받으세요 담당자님.



하루에도 몇번이나,

아이가 방과수수업은 제대로 갔는지,

학원차는 제대로 탔는지. 걱정하는 엄맙니다.

하루에도 몇번씩 올라오는 성범죄 사건에, 가슴떨려하는 엄마란 말입니다.

그리고 학원선생님 전화를 듣고 얼마나 화가 났는지 아십니까??

아침에 애 데려다줄때 그 현수막 보고, 설마, 학원차량도 포함될거라는 생각 못했습니다.

장기주차하는 주민차량을 생각했지요.



제가 이 글을 올리는건,


아이를 픽업하러 나가는 학원차량만이라도 단속을 피해주셨으면 하는 바램에서

올리는겁니다.

아니면, 저학년 아이들 나라에서 어떻게 지켜줄건가요??

※ 첨부파일 :
KakaoTalk_20141028_144500723.jpg",도시국 교통과
자전거 안전교육장 사고,"지난번에 한번 민원글을 썼었는데..
담당자분께서 왜 이런 행동을 자꾸하시는지 이유를 알 수 없네요
올 초에 자전거 안전교육장에서 교육받던 중 사고가 나서 코뼈가 부러지고 얼굴 전체에 타박상과 현재는 시신경 이상까지 온상태입니다.
현재까지 완치가 덜 된 상태로 병원비만 500만원 가량 본인이 지불한 상태입니다.
사고 처리에 대해 문의를 한 결과 보험적용이 안되고 현재 서구청에 예산이 없는 상태라 보상은 전혀 되지 않는다고 답변을 받았습니다.

교육장밖에서 일어난 사고에 대해서는 보험적용이 되지 않으면 교육생을 데리고 밖으로 나가는 일은 없어야 한다고 생각합니다. 만일의 사고가 충분히 날 수 있는 환경에서 어떠한 책임도 지지 못할꺼면서 왜 사람들을 밖으로 데리고 나가서 교육을 하는건지..
아니면 사고가 났을경우 대비하여 어떠한 행정적 대비책을 마련하고 교육을 진행해야하는 것 아닙니까?
이렇게 아무런 책임감없이 왜 사람들한테 작지만 교육비를 받아가며 안전교육장이라는 이름을 붙여 이런일을 진행하는 겁니까?

지난번에 글을 썼을때 민원글 자체가 소용없다는 것도 느꼈지만..
다시한번 글을 쓰는 이유는 안전교육장에 교육을 받으러 가실때 우리처럼 이런 황당한 경우가 생길수 있느니 참고하시라고 올리는 겁니다.

지난번글에 대한 공무원들 처리과정도 너무 황당하고 어이가 없었습니다.
피해자에게는 전화한통없이 간단한 답변(보상방법이 없다)으로 끝을 내더군요..
어떠한 상황에서 그런일이 벌어졌으며 그런 큰사고가 났는데도 괜찮냐는 전화한통없이..
안전교육장에 한번방문해서 단순히 교육장에 있는 사람에게 몇가지 질문식의 조사..
그게 끝이 더군요..
어이가 없어서....이게 무슨 지역주민을 위한 행정인지..

그 뒤에 신문사 기자분께서 전화와서 신문에 기재해도 되냐고 물으시길래.. 그러라고 했고 진행상황에 대해 말씀을 드리고 나니..
그제서야 담당공무원께서 전화가 와서 사고 수습을 대충하려는 행동을 취하시더군요
그러고 직접들은 답변은 마찬가지로 어떻게 보상방법이 없다고 하시더군요
그럼 왜 안전교육장이라고 간판달고 지역주민을 위한 행정처럼 세금을 쓰냐고 방법을 찾아오라고 했습니다.
근데 그이후로 한번씩 전화와서 사고 난 것이 본인 잘못이라는 식으로 말씀하시더라구요

'넘어지면서 핸들을 왜 놓쳤냐'는 둥..
'정 그러시다면 담당자들 몇명이서 십시일반으로 돈을 모아서 주겠다'는 둥..
'며칠전에도 다른 사람이 넘어져서 팔부러졌다'는 둥..
왜 자꾸 전화해서 필요없는 말을 하는 건지 모르겠습니다.
피해자가 거지입니까? 모금하듯이 걷어서 준다는건 먼가요?
그럼 중심을 잃고 넘어지는데 자전거 끝까지 붙들고 있습니까?
더 큰사고가 나길 바래서 그런말씀을 하시는 건지.. 모르겠습니다.
방법이 없으면 방법이 없다고 하시던지. 그럼 전화를 아예 하지를 마시던지..
이제와서 방법없으니 피해자 탓으로 돌리는 걸로 밖에 안보입니다.

뭐든 생길수 있는 문제에 대한 대책을 마련하고 일을 하셨으면 합니다.
누굴 믿고 지역주민을 위한 이런 시설을 이용할 수 있는지....
민원처리절차에도 좀 더 세심한 배려가 필요한 듯 합니다.",도시국 건설방재과
광장타운 뒷쪽 소방도로 인도 좀 만들어주세요,"차를 타고 다닐때나 걸어다닐때나 너무 신경쓰이고 불편합니다.

달구벌대로 337길이구요 kfc 골목길에서 감삼공원까지라도 만들어주세요

소방도로라도 인사사고 나면 적어도 인도도 안만든 구나 동책임도 있는거 아닙니까?

광장타운 인도는 중간에 끊겨있던데 왜 인도가 끊겨있는걸까요?

얼마전에 사고나는것도 목격하고 지나갈때마다 넘 마음이 아픕니다.

그쪽길 위에 삼익뉴타운 하수도 공사는 작년에도 다 갈아서 하고 올해도 하고 뭐하는건지..

그 예산으로 시민의 안전을 더 생각해주세요

주차라인쪽으로 인도 꼭 만들어주세요!!",도시국 건설방재과
공도에 퇴적된 흙 및 쓰레기에 대한 환경개선요청,"첨부된 사진과 같이 공도와 담벼락 사이에 퇴적된 흙이 많이 있습니다.

일부 몰지각한 인원이 이위에 생활쓰레기 및 음식물쓰레기 를 버리는 사례가 계속되어지고 있습니다.

쓰레기를 버림으로 인해 저희 터전에 오물 냄새 및 길고양이들이 음식물쓰레기를 파헤쳐 놓아

심각하게 환경이 오염되는 사례가 계속되어지고 있습니다.

이렇게 되는 원인인 인원(쓰레기 버리는 사람)을 없애는게 가장좋겟지만 그건

불가능하니 퇴적된 흙 및 쓰레기를

정리하여 환경을 개선해놓으면 쓰레기를 버리는 사람들이 없어질거 같습니다.

조속히 환경개선이 이루어져 좋은환경에서 생활하고 싶습니다.

빠른개선 부탁드립니다.

※ 첨부파일 :
8832.png",주민생활지원국 환경관리과
비산5동 7동 밤에 심한 냄새가 납니다. 염색공단에서 나는 냄새같은데요.,"수고하십니다.

밤마다 너무심한 냄새가 납니다.

어제도 밤 11시 쯤에 이건뭐 타는 냄새같기도 하고 화학약품 냄새 비슷한 그런 냄새들이 진동을 합니다.


동네 주민들 다 하나같이 이거 무슨 냄새냐고 다들 뭐라고 합니다.

염색공단 냄새인가? 고물장에서 무슨 쓰래기 태우나 ? 괜찮아 지겠지 괜찮아 지겠지 한게 벌써 몇년째 흘러간지 모르겠습니다. 여기 주민들대표 해서 제가 구청에 민원 넣는겁니다.

대기오염도 측정도 한번해보시고 냄새 원인제공지가 어딘지 꼭 찾아서 처벌 부탁드립니다.

밤에만 특히 심하게 냄새 나는게 특히 더 의심스럽고 불법적인 행위를 하는거 같습니다.

밤 11시..12시 제일 심하게 납니다. 높은곳일수록 더 확실한 냄새를 맡을수 있습니다.

냄새 제대로 나는 장소 제공해드릴테니 직원님 한분 고생스럽더라두 밤에 한번 현장 방문 해주셨으면 좋겠습니다.",주민생활지원국 환경관리과
"북부정류장 택시들의 호객행위, 승차거부, 불법주정차 관련","북부정류장에서 상가 운영중인 사람입니다.

물론 이런 민원 받으시는 공무원분들도 힘들꺼 압니다. 저도 하루이틀 이런 민원 넣는게 아니고

근본적인 해결책이 있어야 할 것 아닙니까.

첨부사진 확인하시면 아시겠지만, 길이 막혀서 택시들이 이렇게 줄지어 서있는거 아닌거 아시죠

북부정류장에서 큰 대로 쪽으로 나가면 택시 승강장이 있습니다.

근데 이 택시들은 왜 그 택시승강장에 택시 세우지 않고 여기 세웁니까

불법 주정차도 불법주정차지만 이 불법 주정차를 하는이유가 터미널에서 내린 손님들

장거리 가는 손님만 태우려고 여기서 하루종일 불법주정차를 하고있는데

손님들에게 장거리 가는지 물어보는 호객행위, 장거리가 아니면 앞쪽 택시 승강장에 가서 타라고하는데

이게 승차거부가 아니면 뭡니까

구청에 전화하니 한국말은 아 다르고 어 다르기 때문에 택시탑니까 라고 물어보는게 호객행위가 아니라

어느지역에 얼마에 갑니다. 타실분 이게 호객행위고,

택시를 타서 어디가자고했는데 안간다고 내려라 하는게 승차거부라고 합니다.

담당 공무원이란 분이 이런말을 합니다.

무슨 말장난하는것도 아니고 지나가는 사람에게 택시를 타라는게 호객행위지 또, 자기가 원하는곳에 안간다 이거 자체가 승차거부 아닙니까?

담당 공무원이라는 분이 저런식으로 민원에 답변을 하는데 어떻게 호객행위, 승차거부가 근절이 되겠습니까.

아니 호객행위, 승차거부를 근절할 의지가 있는지 부터 묻고싶습니다.

북부정류장이 생긴지 20여년이 되었다고 하는데, 생기면서 부터 이런식으로 장사를 해왔다고 합니다.

택시들이 이렇게 말하는데 그 20여년동안 서구청은 도대체 무얼 했는지 알수가 없네요

물론 동대구역, 동대구고속터미널 쪽에서도 이렇게 택시들이 불법주정차와 승차거부 호객행위가 만연한거 알고있습니다.

그지역에서 그렇게 하고있으니 여기서도 그렇게 하는데 토달지 말아란 식의 대응은 좀 이상한것 아닙니까?

분명 그게 불법인걸 알고있으면 단속을 강화하던지, 계도를 하던지 해야할것 아닙니까.

민원신고를 하면 기억하시죠? 첨엔 뭐 동영상이나 그런거 신고한거에 행정처분만 할뿐이다 라고 하셨다가

시청 감사실에 전화한 뒤, 민원 넣으니까 바로 나오신거 기억하시죠?

민원신고를 해야 마지못해서 나오는 식의 단속은 아니라고 봅니다.

항상 인력과 예산이 부족하다고 말하는데, 인력과 예산이 부족하면 시민들은 불편을 감수하면서 지내야하는겁니까?

뭔가 제대로 된 해결책을 좀 부탁드립니다.

주정차 CCTV 이번달 안에 설치한다는거 알고있습니다.

그거 설치한다고 해서 호객행위, 승차거부가 근절되리라 생각하진 않습니다.

민원 넣으면 나오는 단속만이 아닌, 또 단속 나와서 단속 나와있는 동안 차 빼라는 식의 행동말고

호객행위, 승차거부 단속 할꺼면 진짜 과태료 부과를 하던지 이도저도 아닌단속 말고 제대로된 계도와 단속좀 부탁드립니다.

저도 하루이틀도 아니고 이런 민원 넣는것도 지겹습니다.

하지만 민원 안넣으면 알아서 해결해 주지도 않는것 같아 이렇게라도 해야되지 않겠습니까",도시국 교통과
한신병원 공사현장,"공사현장의 소음, 먼지, 공사차량으로 인한 통행불편으로 머리가 아픕니다. 주변에서 유선상으로 민원을 넣었지만 개선된거 하나도 없는거 같아요, 이로인해 주변에 주택, 빌라쪽 사람들고 소음이나 먼지 통행불편으로 많이 번거로울꺼 같은데 왜 하나도 해결된게 없나욤? 유선상으로 민원 넣으면 알았다 소장이랑 통화해보겠다 말로만 하고 현장에 와서 봐야되는거 아닌가요? 사무실뿐아니라 주변 주민들이 하루종일 소음과 먼지때문에 불편한걸 생각하신다면 빨리 해결해주세요.",주민생활지원국 환경관리과
차가 좀지나가게 해주세요..제발 좀요,"전 옛날코카콜라부지내에있는 직장에 다니고있는 회사원입니다..
물론 어느정도의 핸디캡은 적용하더라도 너무심하여서 이렇게 몇자적읍니다.
저 회사옆에 성서섬유라는 회사가 있읍니다.그 회사앞에 몰론 차가 다니는 이면도로이구요.
제품을 적재를 여러군데 해놓으니 차가 지나갈수가 없읍니다.차들이 양쪽으로 통행을 해야되는데
전혀 그러지 못하고 있읍니다.가끔 큰차가 지나갈렴 제품적재를 해놓은것을 피해서 그야말로
곡예운전을 합니다.저가 지나가다 접촉사고도 한번 났구요..바쁘시더라도 한번 가서
보세요.어떤지...담당하시는 직원분이 가서 한번 보세요. 과연 차가 지나갈수있는지요..
제발 부탁 좀드립니다.맘놓고 운전하고 이젠 두번다시 접촉사고 안나게 지도단속 바랍니다.",비산7동
염색공단 냄새,10월3일~5일 남들은 황금연휴라고 놀러가는데 도대체 염색공단은 참 열심히도 일하네요 공무원 쉬는날 맞아 아주우연히도 지붕뚤고 연기를 뿜어대고 굴뚝에도 너나 할꺼없이 경쟁하듯 60~70년도 산업개발하던 시절로 대구 서구만 되돌아간거 아닌지 내눈이 의심스럽다 정말 이 지독한 냄새가 인체에 아무런 영향이 없는지 20~30년후에 누군가는 무슨 암이라고 선고 받아도 왜 이유를 모르고 걍 쓸쓸히 가겠지... 답변하실분 정말 인체 무해합니까?단속할 의지는 있습니까?개도만 할정도로 사안이가벼운가요?서구청에 일하지만 집은 수성구인가요? 냄새는 단속하는 사람 쉬는날이나 퇴근이후에 집중된다는거 잘 아시리라 한번 믿어봅니다,주민생활지원국 환경관리과
평리재정비 촉진지구 구역별 추진상황 업그레이드,"평리재정비 촉진지구 구역별 추진상황 업그레이드-
서구주민들 최대관심사이고 국회의원님,구청장님,시의원님들 공약사항인
평리뉴타운이 지지부진한것같습니다.
신암뉴타운의 경우 권영진대구시장님께서 참석하셔서 난관에 봉착한 현안문제도 해결해주시려고 하시고...
올 6월에 나올 용역결과도 한두달 미뤄졌다고만할뿐 정확한내용도 알길없고요
구역별 추진상황도 5월이후로는 그대로입니다.
구민들이 어떻게 돌아가는지 알수있는정보가 하나도 없습니다.
일간지에 시공사선정공고를 내보냈다고하는데...
지금 어떻게 추진되도있는지 알고싶습니다.

재정비촉진지구가 주민조합이 한다고하지만 제대로진행되도록 관에서 관리,감독해주고
잘안되는 부분이 있으면 나서서 빨리 진행할수있도록 여건을 마련해주셔야하는게 아닌지...

오늘 영등포구 신길동 남서울아파트가 주민들이해관계가 첨예하게 맞서서 지지부진하던게
서울시장과 구청장께서 나서서 주민 의견을 조율하고 사업성을 높히기위해 안간힘을 경주한결과
빛을 보게됐다는소식에 씁쓸합니다.

평리뉴타운이야말로 우리서구가 한걸음 도약하는 시금석임을 절실히 자각하시고
모든역량을 경주해주실것을 부탁...

평리재정비 촉진지구 구역별 추진상황이라도 한달에 한번이라도 업그레이드부탁",도시국 건축주택과
반사경 파손,"반사경 파손으로 인해 글을 올립니다

항상 갈때마다 위험했는데 파손된지는 한참되었습니다

전주번호 8031P481 입니다",도시국 교통과
다시한번올림니다.이현공원맞은편 인도물이계속줄줄흐르고 잇어요,"빨리 조치를 치해 주십사 다시 한번글을 올림니다
평라6동 이현체육공원맞은편 인도 수도꼭지 틀어놓은것처럼 물이 계속흐르고 있습니다
이 인도는 부근에 서평초등학교가 있어
서평초등아이들이 만이 등교하는 인도입니다
토요일 오후에는 초등학생 여러명이 장난치며 뛰어가다 한명이 미끄러저
옷이 찢어지고 종아리가 심하게 다치는 사고가 있었읍니다.
그 아이 엄마가 우리 집으로 찾아와 날리가 났습니다
원인을 애기해주엇더니 구청에 항의를 하겟다고 하고선 돌아갔습니다.

답답한것은 우리집앞인도에서 물이 나올뿐 원인이 우리집이 아니라는겁니다

지난금요일 수도사업소에서 나와서 어디서 흘러들어가서 나오는 물인지 모르겟고

분명한건 지하수람니다

저희쪽에서도 전문설비사를 불러 정화조,하수도, 수도 이상이업다는것을 확인햇습니다
담당자는 수도사업소에 신고가 들어와서 확인을 햇는지 먼저 알아보시고
빨리 해결해야 될것같습니다.
또 다른 아이나,서민이 다치는일이 업어야 되지 않겠습니까
그리고 우리집앞인도에서 물이샌다는 이유로 다치는 사람과 싸울수는 업는거 아닙니까?",도시국 건설방재과
집앞인도에서 물이 계속나오고 있음,"집앞인도에서 물이 계속 줄줄 흐르고 있습니다.
오늘 수도사업소에서 나와서 확인결과 지하수랍니다
만은 사람들이 오고 가는 인도입니다
사람들이 가는데 불편할정도로 물이 흐릅니다
처음엔 조금씩 나오더니 지금은 수도꼭지를 틀어놓은것처럼 계속흐르고 있읍니다

구청에서 빠른조치를 치해주셧으면 합니다",도시국 건설방재과
북부정류장 상가 앞 택시 불법주정차 단속 하는거 맞습니까?,"북부정류장 앞에서 상가 하고있는 사람입니다.

도대체 서구청은 택시 불법주정차 단속을 할 의지가 있는겁니까

매일 형식적으로 오전 10시~11시 사이에 한번 오후 4시에 한번 단속나오는데

단속도 단속이 아니고 그냥 사이렌 울리면서 차 빼라고만 하는데

그게 단속효과가 있다고 생각합니까. 택시들도 그 시간되면 단속나오는지 다 알고

손님 태워서 나가는데 단속 차량도 5분정도 있다가 가고 5분후에 택시들은 다시 도로에 불법정차로

서있는데 단속하는 시늉만 하겠다는거 아닙니까? 하루 이틀도 아니고 단속카메라 달아달라고하면

예산없다는 핑계만 대고 단속을 하겠다는 의지가 있는건지 궁금합니다.

단속을 할꺼면 카메라 달린 단속차가 와서 찍고 가던지해야할건데 한번도 그런 차량이 이동네 다니는걸 못봤습니다.

맨날 형식적으로 나와서 차빼라는 방송만 한번하고 지나가고 그 차 지나가면 5분도 안되서 원상태로되고

시늉만 하지말고 실질적인 단속을 좀 부탁드립니다.

아침부터 하루종일 택시들 서있고 안그래도 좁은 인도길에서 호객행위하고 승차거부하고 그런건 구청에서

아예 신경도 안쓰는것 같습니다. 제대로 된 단속좀 부탁드립니다.",도시국 교통과
쓰레기문제입니다. 시급합니다!!,"안녕하세요. 불법 쓰레기 투거 문제로 민원을 신청합니다.

문제가 일어나고 있는 곳은 비산4동 보람타운 앞입니다.

정말 심각할 정도로 사람들이 보람타운 앞 전봇대 앞에 쓰레기는 버리고 있습니다.

쓰레기 봉투에 넣지도 않은채 검은 비닐봉지나 또는 그냥 쓰레기는 마구 버리고 있고, 심지어 음식물 쓰레

기 조차도 일반쓰레기처럼 버리고 있어서 악취가 너무 심합니다.

주위 주민들이 여러번 동사무소나 구청에 민원을 신청했지만 아무런 해결도 해주지 않았습니다.

전봇대앞에 쓰레기 버리지 말라는 표지판이 있지만, 그것은 형식일 뿐 사람들은 전혀 신경쓰지도 않고 있습니

다. 집근처 동네사람뿐 아니라 멀리서도 쓰레기는 여기에다가 가져다 버리고, 심지어 차를 타고 가는 도중에

창문을 열어 전봇대 앞에 던져버리고 갑니다. 아마 사람들이 여기가 쓰레기 장인줄 아는가 봅니다.

명절에는 더욱더 심해서 창문을 열 수가 없습니다.

CCTV가 꼭 필요한 곳인데, 이런식으로 방치해두는 것은 주민들의 불편을 무시하는 거라는 생각이 듭니다.

물론, 이런 불만을 가지는 곳이 다른 곳도 있겠지만, 예전부터 계속해서 불편을 토로하는데도 방관하시는

건 대구 서구 주민으로써 너무 무관심 하다는 생각이 듭니다.

하루빨리 해결해 주시고, 이번에는 이 문제가 해결될 수 있도록 적극적으로 방안을 마련해주십시오.

정말 이곳은 쓰레기장이 아닌가 싶을 정도입니다.",주민생활지원국 환경관리과
음식점 간판의 불빛 때문에 고통스럽네요~,"평리청구타운 저층에 살고 있는 구민입니다.
길 건너편에 '대박집'이라고 하는 음식점이 있습니다.
얇은 삼겹살을 파는 고깃집인데 24시간 영업을 하고 있습니다.
문제는 간판이 엄청 큰데다 불빛을 엄청 밝게 하여 밤새도록 켜놓는다는 것입니다.
평리청구타운 105, 106동 도로쪽 입주민들은 그 불빛 때문에 밤새도록 힘겹습니다.
물론 블라인드나 커튼을 설치하면 되지만, 더운 날에도 블라인드와 커튼을 닫을 수는 없습니다.
법이 허용하는 범위의 간판 크기나 밝기가 어떻게 되는지 모르지만, 구청 차원에서 조처를 부탁드립니다.
본인들의 장사도 중요하지만, 주민들을 생각하는 마음도 있어야 하는데 너무하네요~
사진을 미처 찍지 못했는데... 납득될 만한 답변이나 해결을 부탁드립니다.",도시국 도시관리과
옆집 공장 소음때문에 힘듭니다....,"일년전부터 공장 주인이 바뀌면서 소음이 심해지기 시작했습니다
기계를 돌리면서 심지어는 창문을 열어놓고 작업을 하더라구요
그래서 찾아가서 너무 시끄러우니까 좀 조용히 해달라고 부탁했습니다
그러나 달라진게 하나도 없었습니다 창문만 닫아놓았을뿐....
1년동안 일곱번이나 찾아가 얘기해봤지만 소용이 없었습니다
저희집은 더운 여름날도 옆집이 작업을 시작하면 소음이 심해서 현관문이랑 창문을 닫아놓습니다.
일요일에도 일을 합니다. 평일은 그렇다고쳐도 주말까지 소음을 듣고 있어야 하나요.
오늘 찾아가서보니 방음장치를 하나도 해놓지 않았고 자기들은 기계를 한대밖에 안돌리니 소음이 안난다고 하네요 오늘만 기계 한대밖에 안돌린거였어요
기계 3대를 돌리면 소음이 심한거 아니냐고 얘기하니까 3대 다 돌린적이 없다고 거짓말까지 하네요
소음이 안난다고 우기는거 알고보니까 기계가 고장나 한대밖에 못돌려서 그런거였어요
화가나서 신고하겠다고 하니 공장주인이 큰소리로 신고하라고 구청 환경과에 신고하면 된다고 알려주더라구요
그 이유가 지금은 기계가 고장나서 한대밖에 못돌리니 소음측정해도 안걸린다는 알고 그런거 같아요
지금은 기계가 고장나서 소음이 적게나지만 언제 다시 기계를 다 돌릴지 걱정입니다
이제는 기계 돌아가는 소리만나도 깜짝깜짝 놀라고 심장이 빠르게 뜁니다...",주민생활지원국 환경관리과
염색공단 악취,"8월 12일 저녁에 염색공단 악취가 너무 심하게 났네요.

특히 밤이나 토요일, 일요일 밤에 고의적으로 방출하는것 같아요.

평리롯데캐슬인데 이정도면 염색공단이랑 인접한 곳은 더 심할듯 합니다.

안그래도 악취랑 개발도 안되고 있는 서구..

빨리 좀 해결방안 제시해주세요. 못살겠네요.",주민생활지원국 환경관리과
도로 불법 점유물 신고,"북비산로 59길 26-68 앞 교회 담벼락 옆에 개인 걸로 보이는 고물 등이 가득 있습니다.
여름이라 악취도 심하고 불필요한 자리낭비도 심합니다.
얼마 지나지 않아 치우겠지 했는데 벌써 두 달 정도 된듯합니다.
신속 처리 부탁드립니다.",비산1동
도시가스 공사 언제까지 할 건 가요? 개미산 공원 일대,"안녕하십니까?
구정에 수고가 많습니다.
주민의 편의를 위하는 도시가스 공사는 찬성을 합니다.
그러나 현재 평리3동 개미산 공원 일대의 도시가스 공사는 주민을 위한 공사가 아니라
도시가스 업체의 행포라 할 만 합니다. 아마 이 공사가 시작 된지는 오래 되었습니다.
아침 출근 시간에 이쪽 길을 통과해야 하고, 수시로 이 골목길을 이용합니다.
그런데 공사 업자는 자기 편한대로 길을 막고 통과를 안 시키고 있습니다.
현재 군데 군데 도로를 적당히 묻어서 차량이 다니기도 불편하고, 아침은 이 골목 막고,
오후는 저 골목 막고, 일을 위해서 길을 자주 다니는 사람으로 대단히 불편합니다.
그리고 한번 골목을 팠으면 끝내야지 며칠 있다가 다시 길 막고 돌아가라 하고,
이게 무슨 짓 입니까? 주택가 도로가 개인 땅 인가요? 가스 공사업체의 땅인가요?
현장에 와서 골목을 둘려 보세요. 아주 엉망입니다.
하루 이틀도 아니고 몇달동안 이짓을 하고 있습니까?

시공업체의 지 멋대로의 공사로 근처의 모든 주민들이 피해를 보고 있습니다.
빠른조치를 부탁 드립니다.",도시국 건설방재과
